epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),valid/box_loss,valid/cls_loss,valid/dfl_loss,lr/pg0,lr/pg1,lr/pg2
85,33720.2,0.96103,0.46248,0.93153,0.74055,0.75198,0.77633,0.46533,1.48247,0.6907,1.09265,0.000280723,0.000280723,0.000280723
86,34046.6,0.93472,0.45103,0.91216,0.74875,0.75289,0.77125,0.4545,1.48257,0.70077,1.09732,0.00026422,0.00026422,0.00026422
87,34372.4,0.96679,0.47779,0.92892,0.76243,0.75149,0.77855,0.45964,1.47727,0.67854,1.10124,0.000247716,0.000247716,0.000247716
88,34713.4,0.94497,0.45118,0.92166,0.78875,0.74597,0.77836,0.46115,1.48778,0.68401,1.10674,0.000231213,0.000231213,0.000231213
89,35052.3,0.96233,0.45272,0.91841,0.76254,0.74105,0.76399,0.45977,1.48207,0.69551,1.1015,0.00021471,0.00021471,0.00021471
90,35402.5,0.90937,0.44315,0.90944,0.7433,0.74487,0.76585,0.45643,1.47522,0.70889,1.10301,0.000198206,0.000198206,0.000198206
91,35841.7,0.89595,0.4044,0.89197,0.80003,0.75174,0.77464,0.45724,1.47969,0.69109,1.10606,0.000181703,0.000181703,0.000181703
92,36172.6,0.8882,0.39522,0.88354,0.78127,0.81022,0.81706,0.47979,1.48512,0.6957,1.10242,0.0001652,0.0001652,0.0001652
93,36524.9,0.87519,0.39112,0.88604,0.79986,0.74322,0.78089,0.46672,1.48984,0.68755,1.10205,0.000148696,0.000148696,0.000148696
94,36833.3,0.86776,0.39117,0.88436,0.80925,0.72716,0.77111,0.46288,1.482,0.69013,1.10114,0.000132193,0.000132193,0.000132193
95,37141.9,0.83762,0.38335,0.87621,0.77995,0.80148,0.81445,0.48684,1.47906,0.69496,1.10448,0.00011569,0.00011569,0.00011569
96,37448.5,0.84503,0.38281,0.87751,0.80799,0.75564,0.78993,0.47186,1.48033,0.68626,1.10186,9.91865e-05,9.91865e-05,9.91865e-05
97,37761.9,0.81937,0.3662,0.88377,0.77029,0.81599,0.81238,0.48517,1.48288,0.69516,1.10561,8.26832e-05,8.26832e-05,8.26832e-05
98,38083.6,0.82268,0.37152,0.88576,0.78215,0.8069,0.8186,0.48728,1.48458,0.69384,1.10552,6.61799e-05,6.61799e-05,6.61799e-05
99,38383.9,0.85217,0.38472,0.87912,0.78878,0.7559,0.78058,0.46558,1.48532,0.69344,1.10606,4.96766e-05,4.96766e-05,4.96766e-05
100,38701.5,0.80009,0.36704,0.86764,0.79135,0.75138,0.78004,0.46637,1.48366,0.694,1.10627,3.31733e-05,3.31733e-05,3.31733e-05
